,S1,S10,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S11,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S12,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S13,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S14,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149,S15,S150,S151,S152,S153,S154,S155,S156,S157,S158,S159,S16,S160,S161,S162,S163,S164,S165,S166,S167,S168,S169,S17,S170,S171,S172,S173,S174,S176,S177,S178,S179,S18,S180,S181,S182,S183,S184,S185,S186,S187,S188,S189,S19,S190,S191,S192,S2,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S3,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S4,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S5,S50,S51,S52,S53,S54,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S69,S7,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S8,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S9,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99
Bacteroidaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1222252654426506,0.0,0.0,0.0,0.0,0.06092800241098897,0.0,0.0,0.0,0.17699892417576188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04825005443456096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06933893877075512,0.0,0.0,0.061871668441596875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bdellovibrionaceae,0.0,0.0,0.0,0.0,0.0924757548999401,0.09698343571485595,0.0,0.0,0.0,0.14929985244554583,0.07021054360202247,0.0,0.07984058897934268,0.0,0.0,0.0,0.16070565087116623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10661348109217615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07683546843606545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10142281833560639,0.0,0.11064307454793425,0.0,0.0,0.0,0.0,0.07191799845615726,0.0,0.0,0.08182123661013903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18850301589648055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09957876709314083,0.0,0.1826976693924223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732156641452997,0.0,0.08988042352165522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15250986757131924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08646551381338564,0.0,0.0,0.0,0.0,0.10975519802378415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10750135761632623,0.0,0.07369375150445744,0.0,0.0,0.14212854205817974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08079676369765816,0.0,0.07171310387366109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09739322487984829,0.0,0.0,0.08578253187173174,0.17320422040343286,0.21582229356263716,0.0,0.0,0.0,0.0,0.1695844161126671,0.0
Bernardetiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04287022301672081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11347038433868896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050947221556103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04869089402890716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bovinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.714747146169477e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brachypodieae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008227085245430319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradyrhizobiaceae,0.0,0.0,0.04202245370489024,0.1357264191657287,0.27528315445515283,0.18005261372762416,0.10705456006589277,0.04041261069638057,0.085987821385568,0.44192966174984305,0.22485065882649657,0.11449314500176501,0.09359294180507918,0.21671817604212879,0.0454086752055485,0.11704668908422862,0.3523335715520982,0.2007307696127914,0.0,0.18091304705975864,0.054124032182652555,0.14244335033916558,0.23634160719758282,0.10774845791438831,1.2385799036506089,0.12706657401650429,0.09414806008387562,0.28613571680562316,0.18893450618836713,0.2813616996079738,0.0,0.06281163324581678,0.05268072465778182,0.03000414296894739,0.0,0.2903546157244761,0.05853722249908422,0.3884717715017462,0.35227805972421855,0.38039480054525804,2.643972850079547,0.2435581448219365,0.3161676156885104,0.03225237199807296,0.06872364291499883,0.0,0.05531753648206489,0.0,0.035361034359333,0.10960810414835637,0.2938518608808936,0.043826588110978656,0.9325154406361937,0.2468610985807753,0.12320850197886907,0.3501686102647921,0.0,0.08021459128608506,0.0923439256777872,0.0,0.08224077300369206,0.10280790523310003,0.030836820387142045,0.12229255681885494,0.0,0.0,0.18640871801984335,0.0,0.08010356763032578,0.0,0.06453249991008574,0.09825593534696925,0.09767306115423299,0.06730809130406792,0.09395376868629686,0.12295869875341067,0.09314884718204203,0.0,0.0,0.13891834926880822,0.0,0.04948879455470231,0.24885952438444245,0.09345416223538007,0.035444302101152465,0.0,0.08063092999518238,0.044881312840691884,0.0,0.03330709672778619,0.06691950850891042,0.05853722249908422,0.09134471277595362,0.08154687515519651,0.030698040817442936,0.08604333321344765,0.07918762247031165,0.04951655046864213,0.11149550629626426,0.0,0.21310990722995193,0.07510750312115785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07152699022292083,0.0,0.0,0.033168317158087074,0.0,0.0,0.0,0.0329462698465685,0.0,0.038663988118171795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06755789452952632,0.0,0.0,0.06530966550040075,0.03364016769506405,0.0,0.0,0.08715356977104052,0.0,0.12792700734863877,0.0,0.08429471063523887,0.11391027080902875,0.0,0.053208087022638434,0.38752807042779225,0.033584655867184406,0.03541654618721264,0.6525137808112712,0.052652968743841996,0.0,0.04366005262733973,0.39080326827269124,0.06134056980700622,0.14008409765428073,0.13234019766507044,0.2313455426884149,0.5226161035729051,0.027950205337400575,0.14827209226652818,0.21224947389781748,0.0,0.2547437781396847,0.0,0.13664236432574284,0.07283151817809246,0.2505248792208318,0.09917188050698336,0.09206636653838898,0.0839338837540212,0.04071792574971861,0.44331745744683415,0.0,0.049932889177739456,0.17383528900510406,0.9435900502981827,0.25138531255296626,0.14810555678288925,0.08185219020853456,0.05534529239600471,0.17516757287421553,0.3168337576230661,0.0
Brassiceae,0.0,0.0007524769680502593,0.0,0.0,0.0,0.0,0.0,0.0,0.002122973881814874,0.0009840083428349544,0.0,0.001795574047158391,0.0,0.0,0.0006668585950830022,0.000632490656638399,0.0,0.0,0.0,0.0006740939505450239,0.0008393012335945199,0.0,0.0,0.0006137993216948429,0.0007229325999136705,0.0,0.0,0.0,0.0,0.0006734910042565221,0.0,0.0006789175208530385,0.0,0.0006427407435429297,0.0009683317393339074,0.0,0.0009080371104837263,0.0006493731527164497,0.0,0.0,0.0,0.0012083043621576278,0.0008157863283429494,0.0,0.0,0.0006668585950830022,0.0,0.0,0.0,0.0012878932722398667,0.0012890991648168704,0.0,0.0,0.0,0.0015218364321785691,0.0,0.0006288729789073881,0.000654799669312966,0.0,0.0,0.0,0.0,0.0,0.001526057056198082,0.0006789175208530385,0.0,0.0,0.0006089757513868284,0.0008809045275011448,0.0,0.0009381844249088168,0.0,0.0007259473313561796,0.0008821104200781485,0.0,0.0,0.002374402484120129,0.0008411100724600253,0.0008025215099959095,0.0006746968968335258,0.0,0.0008001097248419022,0.000772374195570819,0.0007711683029938154,0.0,0.0,0.0006662556487945004,0.0,0.0008441248039025344,0.0006439466361199334,0.000988228966854467,0.000785036067629357,0.0007042412649701144,0.0010418911865311283,0.0007958891008223896,0.0007235355462021723,0.0009038164864642136,0.0008242275763819747,0.0009478315655248458,0.0009418021026398277,0.000953861028409864,0.0009508462969673549,0.00076272705495479,0.0,0.0009466256729478422,0.0,0.0,0.001255334172660769,0.0012619665818342889,0.0006240494085993736,0.0,0.0,0.0019824873965939523,0.0010443029716851353,0.0,0.0,0.0,0.0,0.0,0.0,0.0009273313917157843,0.0006379171732349153,0.0,0.0,0.0,0.0009279343380042861,0.0,0.0006282700326188863,0.0,0.0007295650090871905,0.0,0.001433203327768803,0.0009020076475987082,0.0,0.0010708326083792151,0.0010262145830300811,0.0,0.0,0.0013023639831639103,0.002132621022430903,0.0,0.0,0.0006137993216948429,0.0006879617151805655,0.001281260863066347,0.0012251868582356786,0.0009773759336614346,0.0006113875365408357,0.0,0.0,0.0,0.0006982118020850964,0.0006813293060070456,0.0,0.0008549778370955671,0.0,0.0007657417863972991,0.0007621241086662882,0.0,0.0006349024417924063,0.0,0.0006958000169310891,0.0011425832167109304,0.0,0.0,0.0,0.0,0.0,0.0,0.0006047551273673157,0.0,0.00097918477252694,0.0,0.0011371567001144142,0.0008043303488614149,0.0,0.0,0.0006162111068488502,0.0006740939505450239,0.000616814053137352,0.0025058447750135235,0.001303569875740914,0.0012631724744112925,0.0,0.0007030353723931108,0.0,0.0,0.0
Bryobacteraceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02750526705857178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02669628861567261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkholderiaceae,0.0,0.0,0.0,0.0,0.034292519230568,0.0,0.0,0.0,0.0,0.0,0.0,0.06990199514845451,0.0,0.0,0.0,0.0,0.0343183419107115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2786525414285085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040644898545869,0.0,0.0,0.035428717156882,0.116976741050055,0.033001385223393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1744838497296295,0.0,0.0,0.0,0.0,0.03511884499516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369006099250615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454737397327035,0.0,0.0,0.0,0.0,0.0,0.0365907377633395,0.030057599687034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028456593518137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0877196444474695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0381400985719495,0.0,0.0,0.0,0.0,0.058410902484597,0.0,0.0,0.0289472244408635,0.0,0.0678361807369745,0.0,0.0,0.033259612024828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037649467649223,0.0,0.0,0.0,0.0,0.0322525274992315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272945729116795,0.0,0.0,0.0,0.2827841702514685,0.056964832396561,0.0,0.0,0.0,0.0,0.028456593518137,0.0
Burkholderiales_Genera_incertae_sedis,0.027477481359347883,0.0,0.044211267507190746,0.02956576994265832,0.2579860724829173,0.12749551350737418,0.09559415764917129,0.030142797051204626,0.050311268368965975,0.040666672411834866,0.189484711454063,0.1199941610962722,0.1773121872118719,0.08391622807144844,0.035775680729870946,0.1251049726291109,0.5194892625798311,0.03423694177374746,0.0,0.17706488987963775,0.1446689393569666,0.17549867344215492,0.2136923725316485,0.571614044718514,0.9145879670458943,0.12680857647339047,0.13612344265420942,0.12936398223980983,0.05358108865072837,0.11350947549546611,0.0,0.03275315778034268,0.15043921044242967,0.12680857647339047,0.11350947549546611,0.11337208808866936,0.1569513735245951,0.08078379519648278,0.1634910140881199,0.10078740162608804,0.6921302779606138,0.20882885833104392,0.09100541826216019,0.03234099555995246,0.0,0.0,0.06102748609911165,0.09248920225556498,0.13420001895905506,0.0,0.29527301468755235,0.0,0.2888707615308243,0.2704058940573425,0.08965902167555215,0.2174293099965198,0.0,0.20231669524887846,0.06350045942145295,0.0,0.16121038313529404,0.2702685066505458,0.07105676679527363,0.11337208808866936,0.15870993233159336,0.0,0.12826488298543592,0.0,0.043799105286800526,0.12834731542951397,0.0,0.06470946860126427,0.0487175744501238,0.09553920268645259,0.06778694651351122,0.060313071583768606,0.05333379131849424,0.12307163900851917,0.0,0.04058423996775682,0.0,0.09823199585966869,0.1634360591254012,0.06311577468242209,0.06278604490610991,0.05058604318255945,0.0,0.15530272464303424,0.0,0.07998694823706169,0.08339415592562083,0.14288290306860899,0.20781219152074804,0.0,0.07690947032481472,0.1835770529618032,0.06446217126903013,0.07295271300906862,0.02956576994265832,0.0,0.38215681074581037,0.08592208421068083,0.0,0.0,0.0,0.0,0.06855631599157297,0.046024781276907706,0.0616319906890173,0.0,0.0,0.0,0.26315183897847466,0.1280725406159205,0.04069414989319421,0.0,0.0,0.0,0.0,0.0,0.28865094167994954,0.0,0.0,0.0,0.05913153988531664,0.051163070291105756,0.03269820281762398,0.056658566562975334,0.0,0.05479009783053968,0.0,0.2408401241146842,0.0,0.0,0.060505413953284036,0.0,0.0,0.03775405938774399,0.21833606688137827,1.1242961047804374,0.0,0.0,0.11210812394613937,0.1693986725803797,0.30813247596372717,0.13931083049189377,0.0,0.7277136163209693,0.0,0.0,0.2742252639662919,0.11392163771585632,0.09999055466666694,0.3382203180522131,0.02959324742401767,0.0,0.030939644010625718,0.372732034639554,0.02890631039003397,0.054707665386461636,0.03629775287569855,0.13378785673866483,0.2005581364418802,0.0,0.040309465154163344,0.2265518338078233,0.0,0.0771842451384082,0.0,0.11971938628267872,0.08394370555280778,0.24545634098305463,0.10499145627406826,0.0,0.0,0.0,0.46055006506402985,0.0,0.037177032279197685,0.09444010343207868,0.8240771434482024,0.12329145885939395,0.07649730810442451,0.03550090591627746,0.06284099986882861,0.0,0.10823379907447131,0.0
Camelineae,0.011682193747624385,0.014305529486231254,0.008879836508252066,0.009965530209276634,0.014794947439228268,0.012276619144222838,0.004775294450650452,0.005217065854348135,0.005214290327204485,0.022608056348604043,0.005250834767929214,0.04201407954915012,0.009680576089195196,0.01001734004929144,0.015321835008664561,0.015104418715745284,0.010352716245815859,0.0072737314677930555,0.0,0.014984145872853767,0.020495417604428842,0.01328413549736792,0.014113092937604828,0.014062208273304571,0.01839203061739914,0.011780724961223971,0.012889548055112292,0.014029827123295317,0.014009473257575214,0.015325998299380037,0.007375038208536294,0.016996403052000283,0.010335137907239406,0.01515345302861644,0.022112624753462453,0.01339931987382941,0.02054398932944272,0.01827869659236675,0.009144899350470677,0.00848802459314009,0.0044070745162595034,0.03659393762545823,0.020193347733628228,0.007399092777114597,0.010680228448766602,0.012870581952964016,0.009507105642717048,0.0089552383289879,0.01115808170533174,0.030047394269301572,0.04090618163097635,0.008713304879633043,0.006467903420419899,0.010620092027320845,0.020820154280235936,0.009807787749945838,0.011437484771125876,0.01488839018639783,0.011342191672527214,0.011136802663897088,0.009447431809128565,0.009361853055532679,0.01298622891728278,0.03395024802113126,0.013360925081675579,0.013127780801608948,0.011614655920462225,0.012349245437815022,0.01888838738825528,0.010976284677422642,0.020409838850832956,0.01111598621031971,0.015596149608028673,0.01861037208603297,0.013216135082348486,0.011770085440506646,0.052167420428480424,0.01985750894924653,0.015375032612251194,0.01428702597194025,0.011097482696028707,0.01718560148562578,0.01583160682738168,0.016874742445536942,0.008469058490991811,0.01253289281715322,0.01343956501741234,0.011737241702640117,0.016142003279613244,0.013840166101812542,0.02037098147082185,0.016144778806756896,0.01633814053109787,0.021941929834127957,0.017702312122202024,0.015242732485070527,0.019215437003348747,0.017880408447252923,0.022946208072272115,0.019262620964790804,0.019775630898508846,0.019459220804132704,0.014420251274835469,0.010094592221456375,0.020958930637418452,0.006659414793331774,0.011863528187676208,0.026961008085562364,0.028665644339620964,0.013180515817338305,0.011668316111906132,0.008241002677355207,0.04338056407954065,0.020284014953654138,0.008629113889608983,0.01019728672577144,0.009653745993473243,0.007512426802146987,0.00864622964032816,0.010146864649328458,0.02147795421328107,0.012718853135777796,0.011019305348149221,0.009373880339821831,0.009462697208418643,0.017201792060630407,0.009648657527043218,0.013749036293929356,0.01225487751493091,0.01617901030819525,0.012877058182965867,0.032308061127804794,0.01723556097421149,0.00807955951516621,0.02730239792423136,0.018719080232492608,0.011439797710412251,0.013517279777434549,0.028501425650288317,0.0521197738791811,0.01130703499537431,0.01020561330720239,0.01382258776323609,0.01424215494978457,0.027220982461350948,0.026687618661912806,0.023387979475969795,0.014451707249130172,0.005796688439513786,0.012772513327221702,0.005627381283751114,0.018949448985415587,0.017721278224350302,0.012380701412109726,0.02098807367242678,0.00865085551890091,0.018860169528961503,0.01656480858116265,0.01266796847147754,0.014524796130579632,0.008321030376663792,0.01644962420470116,0.025549189945158878,0.010554404551587786,0.012567124318591576,0.010307382635802904,0.007238574790640151,0.003031800816580748,0.008430663698837982,0.013172189235907355,0.012504212370002167,0.026259724893933373,0.014706593158488731,0.02655023006830211,0.019261233201218978,0.007917191177262665,0.005378509016537131,0.014327271115523182,0.016603665961173755,0.014126507985465804,0.05382949859966972,0.031009577012433696,0.030661248355905574,0.012851615850815738,0.016384861904682652,0.0064017533568295655,0.013333169810239076,0.013094474475885144
Carnobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8854790536420781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1711843033619003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carpomyina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022985565011311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001699342884843262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
