,S1,S10,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S11,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S12,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S13,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S14,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149,S15,S150,S151,S152,S153,S154,S155,S156,S157,S158,S159,S16,S160,S161,S162,S163,S164,S165,S166,S167,S168,S169,S17,S170,S171,S172,S173,S174,S176,S177,S178,S179,S18,S180,S181,S182,S183,S184,S185,S186,S187,S188,S189,S19,S190,S191,S192,S2,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S3,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S4,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S5,S50,S51,S52,S53,S54,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S69,S7,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S8,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S9,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99
Methanosaetaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20282871766022367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698471905440359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13923454631062085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07527348551092414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methanosarcinaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2426846971897082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18270995095646497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methylobacteriaceae,0.09660036151803644,0.0749896015617835,0.5491037526705692,0.7898904697841195,2.9773649212678484,1.0534518066312484,0.6148089273723223,0.42208432879061,0.6327958512037202,6.5134354383692035,1.2233224314036555,2.754670933419998,0.5407715747192599,0.887760496513784,1.6814864132913634,0.8780263965579688,1.6151993087009473,0.673213527107214,0.0,0.4189895198372665,1.0452783368313927,0.42705718420281996,0.5704499990410663,0.4914133396172183,2.5463664846372662,0.27244899332852557,0.2535098205884067,0.6366312981971799,0.3558765782759207,0.5194253283487628,0.5439457377483301,0.5210124098632979,0.0,0.985789231394902,0.1820911524343272,0.2917849364472782,1.174519674831701,1.6086393717742022,0.5007771205529753,0.7063041766852709,0.36669518393333494,0.9752880420403948,0.3226536719049859,0.0,0.18867754071964785,0.11006410303300922,0.2816805174714047,0.18563563448345557,0.23814158125599183,0.6051277301336582,1.0680265052063957,0.059621362229368605,0.32299753956646854,0.385687259390605,0.6840850354817795,0.43938351729904257,0.08191985750858677,0.5300058717789968,0.26964514931951356,0.14437151510554297,0.5115163721346628,0.7139221679550394,0.3124169961362345,0.7675126204291746,0.20523609118796407,0.14336636347967074,2.81421294157364,0.036000299021371196,0.36267457742984605,0.25343046651268,0.5126802319119886,0.6807786156598313,0.2853308049548355,0.7431509191810608,0.5434696132939696,1.0503834490364807,0.8065283743281625,0.4659142299503543,0.20251160125467882,0.9992000701927236,0.3000642116814363,0.6701980722295973,2.2598189171879537,0.4465253841144505,0.34997792531356525,0.44808601427041,0.6236701324951432,0.33931802780760445,0.1037422283334444,0.18026600869261183,0.30231257716036103,0.5890982068368537,0.5453476597528361,0.40864703863421276,0.795789122746475,0.7224659567749533,0.766719079671907,0.6781334798022728,0.6917559294686991,0.05324658481265262,1.3436761129225672,0.7257723765969014,0.36775323827635836,0.0966797155937632,0.7491024748605674,0.3660338999689453,0.20206192815889387,0.6867037199807624,0.7583869017205978,0.2101031411658717,0.2147056775580235,0.1349812828112103,1.8096432455900726,0.8067135338381916,0.128818116263099,0.6659129521403525,0.16873321635365676,0.2751999346203864,0.5288949147188222,0.4267662192584885,1.4242204997852235,2.1701488116167207,0.2636142395642802,0.4373203113301469,0.3250342941767886,0.1781763513651406,0.44022996077346127,0.6186708257243577,0.052585300848262996,0.3994419658499092,0.8073748178025811,1.9856241341934397,0.3181040382299853,0.36703905159481753,0.4076947897254917,1.46995489876241,0.045972461204366745,0.4507311501279685,1.2766748216506103,1.524127281125208,0.19044978174421204,0.3627539315055728,1.070433578836774,0.8287739668902294,0.907969334465531,0.6277700930743589,0.9503708622621937,1.0540866392370625,0.444515080862706,0.04285120089244771,0.20475996673360353,0.2020090254417427,0.19978711132139357,0.4375319221987516,0.9031022844876233,0.10204934138460696,0.861441394731077,1.2484776734090368,0.25419755591137194,0.4549369161414865,1.2270785243213884,0.28728820548942874,2.236673978434317,0.16468615849159227,0.7373051689358565,0.217668229718489,0.0299958406247134,0.2722373824599209,0.0329848441437545,0.3967439272751995,0.28694433782794615,0.5189756552529778,0.22594750495264712,0.7838860113874617,0.7397651452833859,0.0,0.3343187210368189,0.07959213795393529,0.611899277929008,0.22594750495264712,3.1182713083999896,1.8419139030522864,0.8656471607445949,1.0519969819095913,0.7179427744585283,0.5853421139191206,2.907506883269728,0.8363919581599979
Methylococcaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08639762503972069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15525588259017478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761613470234231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methylocystaceae,0.0,0.0,0.04988989647006585,0.08970102597648204,0.04444736230969503,0.21494650344476857,0.06830044412366591,0.06134609491874764,0.049285170452246875,0.2859682146486199,0.0,0.03507410903350084,0.0,0.0,0.0,0.07619547824519149,0.03433499945616653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04854606087491256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10975777223414487,0.0,0.06581434827263233,0.0,0.0,0.06305948530256808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06447051267747904,0.07384376595367323,0.0,0.0,0.0,0.0,0.0,0.0666206496297243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10115722442516382,0.0,0.11436040914754489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07821123163792142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09255667661618278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07764010150998127,0.08143643706628931,0.0,0.0,0.0,0.0,0.0,0.0,0.13445075129508655,0.0,0.05751616347256076,0.03567883505131982,0.126354141834288,0.2324163661817613,0.0
Methylophilaceae,0.1571344115873022,0.0,0.10151072728216887,0.0,0.0,0.1415058539683554,0.0,0.06885553021254838,0.0,0.0,0.0,0.0,0.26643445193194937,0.0,0.0,0.0,0.05297731512365035,0.159531123298834,0.0,0.09322209927978813,0.11054832769440327,0.20052487986482545,0.23732439093563631,0.7466755611301295,1.2787455610901843,0.07519682994930954,0.0,0.0,0.10565504128335923,0.0,0.0,0.10740264357301782,0.0,0.0,0.0,0.0,0.11414339526170095,0.0,0.0,0.24661164881782194,0.18739289694539094,0.17156461335048315,0.0,0.0,0.0,0.0,0.0638124493195336,0.0,0.0,0.0,0.23812329483948022,0.0,0.1136440803217985,0.13316729447198444,0.26763280778771525,0.6125096367783401,0.0,0.26883116364348114,0.15323975505606308,0.0,0.0865812105790855,0.0822871020959244,0.0,0.34927080046176645,0.08792936091682212,0.0,0.0,0.0,0.36390072820090835,0.1341159928577991,0.09786572822088095,0.11219606699608138,0.22838665351138238,0.11419332675569119,0.05547388982316262,0.0,0.16082934214258038,0.0,0.0,0.0,0.0,0.10600456174129094,0.0,0.41957434400003196,0.06251423047578722,0.0,0.0,0.07399847409354365,0.05367635603951379,0.15608585021350707,0.0,0.0,0.1375113344491358,0.08832881286874408,0.12987181586862825,0.06251423047578722,0.07534662443128029,0.14085674454648223,0.0,0.0,0.08792936091682212,0.1352144857255845,0.0,0.0,0.0,0.17655776274950769,0.15289023459813136,0.10400730198168114,0.11369401181578874,0.13501475974962351,0.0,0.0,0.45667344403478427,0.1362131156053894,0.0,0.0,0.0,0.0,0.0,0.0,0.06056690221016765,0.0,0.0,0.0,0.0,0.5682204016089925,0.0,0.06745744838082152,0.0,0.0,0.0,0.0,0.0,0.0,0.12253188625206217,0.0,0.0,0.0,0.28860403526361833,0.37942942283187464,0.0,0.0,0.49497089992530247,0.0,0.7609559684113396,0.5003135697822587,0.5294236307785718,0.17311248966418075,0.0,0.0,0.16532317660170245,0.14979448197073614,0.1427042098241213,0.43794913378844225,0.0,0.0,0.0,0.2966430057960478,0.36949305552781586,0.0,0.0,0.0939710716896418,0.1518416732243362,0.0,0.05157923329192348,0.0962679204131931,0.0,0.0,0.1249785294575842,0.19338467622422037,0.1567848911293705,0.12138346189028652,0.07439792604546562,0.0,0.0,0.0,0.45842104632444286,0.1194860651186572,0.0,0.10210990521005181,0.29998841589339426,0.21480528714603564,0.05612299924503581,0.0,0.0,0.15643537067143878,0.08862840183268555,0.0
Microbacteriaceae,0.047135415284777396,0.0,2.5761987557263226,0.26268627926728993,1.0216884423973052,7.953992421230204,2.0066095183432684,4.231383694492604,0.442558857558275,1.3997301557441613,0.6347598300503617,0.6343677609768285,0.3307320451405083,0.5978617739078419,0.30267732476768333,1.527631800176792,1.06625362708892,1.6682539078840577,0.0,0.11875336605018778,1.387358198312667,0.26229421019375665,0.39651252303331225,0.24417190635044114,3.9311023473965134,0.06429932805945604,0.26220708373297147,0.8061375784147927,0.9230177255580994,0.5947252213195758,0.3736853903075975,0.3765170002831156,0.05724208473585721,0.49130611236757804,0.4523605843966067,0.3156156041942812,1.5436630689612634,0.8361090809248914,0.7332562939679973,0.06913484663303301,0.12424233307965354,0.8714824240036708,0.38945527970971344,0.08459979342240083,0.2899568614930484,0.0,0.1445863616729909,0.053974842456413305,0.06865565109871458,0.46098610401433865,0.9978157921421684,0.0,0.5048107137892796,0.11853554989822486,0.20836293096773595,3.5675671897703882,0.0,0.8128463158952508,1.555250888245691,0.053757026304450374,0.5329961238532823,3.077742227236158,0.4775401315635211,0.9636186562839889,0.35896101843490363,0.044129552387689,4.053427898338893,0.0,0.7090787011001124,0.50886209421579,0.5340852046130969,1.535603871338635,0.5341723310738821,1.1355627266435235,1.9104219056364398,1.8122303843315524,0.5949866007019313,0.9701531408428767,0.0,0.825958848243419,0.43789759190626837,1.7349927768454985,1.8229469390081283,0.6165068365158685,1.9436606504259826,1.0368920098043175,1.0821106429518212,1.5293743293924953,0.24939949399755137,0.04787599020145135,0.2535815641152396,0.6222571829276897,1.2886439182430685,0.6749686917027181,0.7411848018994479,1.8489106243221092,0.7797818240272786,0.8945709361117411,0.7532082534878014,0.059420246255486475,1.5718484790252663,1.2124082650560442,0.26290409541925286,0.0,0.19132970788423503,0.0,0.16170671121727698,0.3318211259003229,0.37860803534195964,0.0,0.0,0.1452398101288797,0.7026313430020098,0.9009311677490586,0.0,0.04465231115240003,0.0,0.0,0.04765817404948842,0.11330796225111461,1.5283288118630733,0.1699837249918682,0.0,0.0,0.17991614152137766,0.5502035998583535,0.0,0.1425388898445394,0.0,0.17015797791343854,0.0,1.3445791060671481,0.07214070953012142,0.20274327424709243,0.9667552088722551,0.5263309496032167,0.0,0.11722865298644729,0.8352378163170397,1.7404817438749642,0.0,0.1648868270359357,0.81114734990994,0.7865776879685219,1.6818020725361518,0.3788694147243152,0.22953466093853245,0.9359995682150898,0.11082485811873724,0.0,0.06503990297612999,0.6112356856383656,0.5816126889714076,0.12594129906496437,1.0014751034951457,0.0,0.8972718563960813,2.753065471120219,1.196856191805891,0.4885616288528452,0.5266358922159649,0.5270279612894981,1.095266738530382,0.0,0.22805351110518454,0.19228809895287194,0.0,0.09313818657934757,0.13325992177091872,0.16236015967316575,0.060073694711375254,0.30956031516971183,0.0697882950889218,0.7301197413797312,0.5860125752410588,0.05314714107895418,0.13800831388371052,0.16484326380554312,0.5049414034804572,0.46325139199475307,1.0991003028049295,12.836385030709604,0.7187061750168738,0.16087900983981784,0.5300338241865865,0.5036780697990724,6.605928256731649,0.16649866656046136
Micrococcaceae,0.0,0.0,0.0,0.0,0.053218641277636286,0.0,0.0,0.0,0.0,0.05631072272666426,0.0,0.0,0.0,0.0492555509697272,0.0,0.0,0.06785159010683907,0.0,0.0,0.0,0.29840763505267087,0.11340535342632152,0.17232910272962912,0.060404464363405505,0.6217696739122858,0.0,0.08126512653360828,0.0,0.08061186988944744,0.06388849979892998,0.0,0.0,0.05208632976109084,0.0,0.13383051116708372,0.0,0.3290235964423422,0.0,0.07268568927362927,0.0,0.04459565357471322,1.0054926266923623,0.043637543829943996,0.0,0.0,0.04376819515877616,0.0,0.0,0.0,0.0,1.27659413401911,0.0,0.1047388152804544,0.05287023773408384,0.0,0.044813405789433505,0.0,0.08636052835806281,0.06955005738165725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08906065582059428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981191479529579,0.0,0.0,0.0,0.0,0.0,0.5185986745778174,0.0,0.1269495411819229,0.21317941821115355,0.0,0.08396525399613974,0.8687877862909708,0.05483000766656636,0.0,0.07634392648092996,0.0,0.0,0.0,0.07542936717910478,0.15691224592743333,0.0,0.0,0.0,0.11249079412449633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05792208911559432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08126512653360828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22942373342928638,0.22415412983305563,0.053479943935300624,0.0,0.0,0.0,0.3369062266152163,0.0,0.06362719714126565,0.0,0.0,0.057791437786762156,0.0,0.0,0.11109717995028655,0.0,0.0,0.23351747506602763,0.05038786248627265,0.044116598702328605,0.2738887356751674,0.11610548088885297,0.2827730260357548,0.24174850878245419,0.06684992991912578,0.2269413581814752,0.0,0.0,0.29161376595339816,0.10844060293069914,0.055352612981895026,0.05008300938566426,0.0,0.0,0.0,0.06428045378542648,0.0
Microcoleaceae,0.0,0.0,0.0,0.2018506662639279,0.21106882966617577,0.05946054297516143,0.04629415885099488,0.026485274628149705,0.1628598684908169,0.07069517962165103,0.28974517649822895,0.40195598173662134,1.024368408074796,0.7578211464620033,0.06071448432032015,0.06684862981961011,0.5619860096241747,0.048547864241617986,0.0,0.1659608315470878,0.5531406395948119,0.40731065018351537,0.48502112327673,0.29493039341199334,0.3568649287708463,0.08372600251931395,0.0,0.2745114836698818,0.17916110597788026,0.1038907349617312,0.18302460093323414,0.3885693106193864,0.0,0.1770429618137608,0.0,0.059731665428168726,0.6394592505710079,0.45646853994439973,0.06557774332113843,0.02460436261041163,1.127462720830818,0.4327453253062618,0.34129233287624006,0.0,0.18607472852956616,0.0,0.061019497079953355,0.17175607398011863,0.20698504771775347,0.44281074637415746,0.4843941526041507,0.02595997487544808,0.15093048055849612,0.861152691364407,0.10289097091626681,0.05696960543815695,0.0,0.7146787861272181,0.33958087239163154,0.18776924386086175,0.18788785993405244,0.039855000592071727,0.26554749756732826,0.4321861352469343,0.6042302768333732,0.1695532040494344,0.3071139586440085,0.0,0.6870581862271005,0.13112159633565093,0.2834754697724353,1.5550397743766284,0.05181827883101843,0.10816091359659602,0.17394199875748992,0.42405246165671556,0.563765250722035,0.0,0.0,0.025976920028761036,0.2799847681899665,0.0,0.34502026660509033,1.7809356131916405,0.2730542004849676,0.455214598599241,0.42767872446568805,0.19514038555199745,0.12885094579171488,0.1419156589960037,0.28940627343196984,0.37386091754374084,0.2517710879238953,0.0,0.2959132123041448,0.24072284796384819,0.6741459794026282,0.28091675162217905,0.10148452319129149,0.0,0.2339447866386659,0.14215289114238508,0.3325655789200679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05661375721858488,0.1495918134467726,0.1732133571650328,0.029942085903992662,0.10302653214277045,0.33663241571517727,0.1347648042979364,0.12059865612830548,0.9109036614912448,2.028097619414412,0.39151776729584065,0.10514467630688991,0.35872889563527144,0.059087749602276404,0.0,0.11697239331933296,0.0,0.0,0.3881117914799366,0.10294180637620567,0.2833399085459317,0.0,0.0,0.2528047422759856,0.0,0.0,0.0,0.0,0.06720447803918217,0.019724158456280394,0.019063297477075126,1.1395446151429556,0.15103215147837384,0.12544496997581078,0.030162372897061085,0.3532386659618738,0.0,0.06262928664468415,0.0,0.2028504303093923,1.0451092757298537,1.058343440467272,0.8481557587733699,0.1398483502918231,0.0,0.11934471478314676,0.36765899143119907,0.04570107848504143,0.13739130306144454,0.27922223629088344,0.14255957482189602,1.8873172856903762,0.09152077304327355,0.5764571705534388,0.9246292356747389,0.0,0.05342806839574921,0.0,0.6481521142205542,0.5195045102685948,0.39873640260715976,0.1694854234361826,0.06344265400370601,0.05466506458759498,0.0,0.17736491972670695,0.0,0.20366379766841414,0.6518800479494045,1.2312517848726716,0.056122347772509164,0.3056227851524684,0.04393878254049404,0.19102271329694923,0.0,0.12193732324002897,0.038855236546607344
Microcystaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038034874269676604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03806319509936363,0.0,0.0,0.0,0.0,0.0,0.0,0.07111360334412357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05780281339122111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04613463156016619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681707859313446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032512312480706435,0.033390258201004254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04919328116636505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03962084073215009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microdochiaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004499806875241406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01190421011973735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008667439165701042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013742757821552723,0.012997296253379684,0.012313634607956741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micromonosporaceae,0.0,0.0,0.1095299330286226,0.3661705083851811,0.22051816311448127,0.38272415065650944,0.11152031144457994,0.02617052016229054,0.047729668548996754,0.1551115694257446,0.19466295042402557,0.17184257214998006,0.0,0.28156957234849944,0.07821595973202647,0.5050240362944425,1.3315434535584694,0.0844235755837746,0.0,0.03082130537185422,0.09721323491007472,0.03332405842954315,0.03669390703477785,0.0,0.24968410425920268,0.02274155140608681,0.0,0.03338317858051218,0.08081724637466378,0.03710774809156106,0.022485364085221015,0.11916651763657447,0.0,0.051946905984787545,0.0,0.03064394491894713,0.09384338630484003,0.28156957234849944,0.037718656318241034,0.18463223147628016,1.1885515150813757,0.023037152160931957,0.5532266660511915,0.0,0.07805830599610905,0.0,0.0,0.02220947004736554,0.0,0.12281226027966465,0.028811220238907205,0.0510601037202521,0.08893641377441054,0.03407291367515086,0.05478467323130098,0.2195722406989768,0.0,0.0,0.0,0.0,0.02709673586080534,0.0,0.0,0.07963484335528319,0.0,0.0,0.9150616966986438,0.0,0.0,0.0,0.0,0.03060453148496778,0.03852663171481777,0.02423926189730223,0.02423926189730223,0.054331418740538415,0.06495333919797411,0.0,0.0,0.038349271261910685,0.0,0.02512606416183768,0.46430995899377064,0.025027530576889296,0.0,0.0,0.0,0.0,0.0,0.02772735080447499,0.0,0.0,0.0,0.07600880742918269,0.0,0.0373245219784475,0.05431171202354874,0.049168258889243144,0.2058366589571722,0.0,0.024574276086126733,0.03281168378781156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03907841979052872,0.0480252693038419,0.0,0.0,0.0,0.0,0.02104677374497462,0.0,0.06958441769054811,0.2557537730920231,0.0,0.02796383140835111,0.024140728312353848,0.0,0.0,0.15601807840726972,0.2644641420014601,0.0,0.3129032523620852,0.13179852322695718,0.046606385680585186,0.04753260137909999,0.13410420911474935,0.05764214719480409,0.43354777377288545,0.07900422841161353,0.10651480532920209,0.06046020772432784,0.0,0.0,0.0,0.0,0.0,0.020100851329470145,0.0,0.13845939356946788,0.13158174934007072,0.0,0.0,0.0,0.14722888262987396,0.07640294176897622,0.0886408130195654,0.2744160340812468,0.14393786089259797,0.09628701921155992,0.13993739734369362,0.09577464456982833,0.42952760350699143,0.0
